Provider_Business_Practice_Location_Address_State_Name,CLASSIFICATION,Provider_Gender_Code,COUNT_
VA,Orthopaedic Surgery,F,54
MA,Orthopaedic Surgery,F,108
IN,Orthopaedic Surgery,F,25
IL,Orthopaedic Surgery,F,87
SD,Orthopaedic Surgery,F,5
DC,Orthopaedic Surgery,F,9
SK,Orthopaedic Surgery,F,1
IA,Orthopaedic Surgery,F,23
DE,Orthopaedic Surgery,F,11
NH,Orthopaedic Surgery,F,13
HI,Orthopaedic Surgery,F,10
KY,Orthopaedic Surgery,F,23
TX,Orthopaedic Surgery,F,121
LA,Orthopaedic Surgery,F,30
VI,Orthopaedic Surgery,F,2
MT,Orthopaedic Surgery,F,10
WY,Orthopaedic Surgery,F,2
OK,Orthopaedic Surgery,F,18
PA,Orthopaedic Surgery,F,107
WV,Orthopaedic Surgery,F,9
AK,Orthopaedic Surgery,F,6
NE,Orthopaedic Surgery,F,8
GA,Orthopaedic Surgery,F,48
CA,Orthopaedic Surgery,F,197
NV,Orthopaedic Surgery,F,10
AE,Orthopaedic Surgery,F,1
MI,Orthopaedic Surgery,F,81
CT,Orthopaedic Surgery,F,27
WI,Orthopaedic Surgery,F,29
NJ,Orthopaedic Surgery,F,42
MD,Orthopaedic Surgery,F,40
OR,Orthopaedic Surgery,F,36
ID,Orthopaedic Surgery,F,10
ND,Orthopaedic Surgery,F,3
ME,Orthopaedic Surgery,F,15
RI,Orthopaedic Surgery,F,9
WA,Orthopaedic Surgery,F,84
MS,Orthopaedic Surgery,F,15
AZ,Orthopaedic Surgery,F,31
NC,Orthopaedic Surgery,F,60
UT,Orthopaedic Surgery,F,17
MN,Orthopaedic Surgery,F,70
MO,Orthopaedic Surgery,F,61
TN,Orthopaedic Surgery,F,29
AL,Orthopaedic Surgery,F,21
AR,Orthopaedic Surgery,F,5
FL,Orthopaedic Surgery,F,101
ME,Preventive Medicine,F,7
IA,Preventive Medicine,F,12
MD,Preventive Medicine,F,63
KY,Preventive Medicine,F,20
DC,Preventive Medicine,F,11
WY,Preventive Medicine,F,1
LA,Preventive Medicine,F,4
IL,Preventive Medicine,F,32
GU,Preventive Medicine,F,1
NE,Preventive Medicine,F,2
SC,Preventive Medicine,F,20
MT,Preventive Medicine,F,2
CO,Preventive Medicine,F,41
MA,Preventive Medicine,F,19
AZ,Preventive Medicine,F,25
AL,Preventive Medicine,F,9
MI,Preventive Medicine,F,35
AE,Preventive Medicine,F,1
NM,Preventive Medicine,F,13
NJ,Preventive Medicine,F,18
ID,Preventive Medicine,F,2
KS,Preventive Medicine,F,3
SD,Preventive Medicine,F,2
ND,Preventive Medicine,F,2
GA,Preventive Medicine,F,63
TX,Preventive Medicine,F,71
CT,Preventive Medicine,F,14
NH,Preventive Medicine,F,9
WA,Preventive Medicine,F,46
AR,Preventive Medicine,F,7
WV,Preventive Medicine,F,10
UT,Preventive Medicine,F,7
IN,Preventive Medicine,F,12
TN,Preventive Medicine,F,21
NY,Preventive Medicine,F,80
DE,Preventive Medicine,F,1
MS,Preventive Medicine,F,11
VT,Preventive Medicine,F,1
PR,Preventive Medicine,F,10
WI,Preventive Medicine,F,24
AK,Preventive Medicine,F,2
NC,Preventive Medicine,F,15
AP,Preventive Medicine,F,2
FL,Preventive Medicine,F,52
MO,Preventive Medicine,F,14
OH,Preventive Medicine,F,34
OR,Preventive Medicine,F,20
HI,Preventive Medicine,F,4
RI,Preventive Medicine,F,2
CA,Preventive Medicine,F,188
VA,Preventive Medicine,F,35
OK,Preventive Medicine,F,6
NV,Preventive Medicine,F,6
MN,Preventive Medicine,F,34
PA,Preventive Medicine,F,43
MA,Allergy & Immunology,F,47
NE,Allergy & Immunology,F,5
CT,Allergy & Immunology,F,17
UT,Allergy & Immunology,F,6
WI,Allergy & Immunology,F,28
FL,Allergy & Immunology,F,75
OR,Allergy & Immunology,F,11
MO,Allergy & Immunology,F,17
TN,Allergy & Immunology,F,21
OH,Allergy & Immunology,F,41
NM,Allergy & Immunology,F,4
VA,Allergy & Immunology,F,48
HI,Allergy & Immunology,F,2
SC,Allergy & Immunology,F,14
NV,Allergy & Immunology,F,3
TX,Allergy & Immunology,F,87
NH,Allergy & Immunology,F,9
CO,Allergy & Immunology,F,30
AZ,Allergy & Immunology,F,17
CA,Allergy & Immunology,F,158
MN,Allergy & Immunology,F,24
AK,Allergy & Immunology,F,4
AR,Allergy & Immunology,F,11
KS,Allergy & Immunology,F,5
DC,Allergy & Immunology,F,10
IA,Allergy & Immunology,F,6
OK,Allergy & Immunology,F,6
MI,Allergy & Immunology,F,47
MS,Allergy & Immunology,F,7
GA,Allergy & Immunology,F,37
RI,Allergy & Immunology,F,1
ID,Allergy & Immunology,F,1
DE,Allergy & Immunology,F,1
MD,Allergy & Immunology,F,38
NC,Allergy & Immunology,F,44
SD,Allergy & Immunology,F,2
IN,Allergy & Immunology,F,14
IL,Allergy & Immunology,F,79
LA,Allergy & Immunology,F,20
ME,Allergy & Immunology,F,1
NY,Allergy & Immunology,F,131
KY,Allergy & Immunology,F,18
PA,Allergy & Immunology,F,61
NJ,Allergy & Immunology,F,50
WV,Allergy & Immunology,F,5
AL,Allergy & Immunology,F,12
WA,Allergy & Immunology,F,27
ND,Allergy & Immunology,F,2
MT,Allergy & Immunology,F,4
PR,Allergy & Immunology,F,4
GUATEMALA,Allergy & Immunology,F,1
TX,"Assistant, Podiatric",F,1
OR,"Assistant, Podiatric",F,1
PA,"Assistant, Podiatric",F,1
MN,"Assistant, Podiatric",F,1
OH,"Assistant, Podiatric",F,1
NM,"Assistant, Podiatric",F,1
AZ,"Assistant, Podiatric",F,2
CA,"Assistant, Podiatric",F,1
CO,"Assistant, Podiatric",F,2
NJ,"Assistant, Podiatric",F,1
NY,"Assistant, Podiatric",F,4
WA,"Assistant, Podiatric",F,1
DE,"Assistant, Podiatric",F,1
SC,"Assistant, Podiatric",F,1
MA,"Assistant, Podiatric",F,3
NM,Neurological Surgery,F,2
OR,Neurological Surgery,F,18
MD,Neurological Surgery,F,12
NE,Neurological Surgery,F,4
WV,Neurological Surgery,F,3
VA,Neurological Surgery,F,11
RI,Neurological Surgery,F,4
MI,Neurological Surgery,F,22
IN,Neurological Surgery,F,7
OH,Neurological Surgery,F,36
MA,Neurological Surgery,F,24
LA,Neurological Surgery,F,10
SD,Neurological Surgery,F,1
WA,Neurological Surgery,F,20
NJ,Neurological Surgery,F,10
NH,Neurological Surgery,F,2
MS,Neurological Surgery,F,2
IA,Neurological Surgery,F,6
KS,Neurological Surgery,F,5
OK,Neurological Surgery,F,6
ND,Neurological Surgery,F,5
CA,Neurological Surgery,F,79
AR,Neurological Surgery,F,5
WY,Neurological Surgery,F,1
AZ,Neurological Surgery,F,11
NC,Neurological Surgery,F,20
DC,Neurological Surgery,F,1
TX,Neurological Surgery,F,18
TN,Neurological Surgery,F,14
ID,Neurological Surgery,F,2
FL,Neurological Surgery,F,34
NV,Neurological Surgery,F,3
AL,Neurological Surgery,F,4
MN,Neurological Surgery,F,20
UT,Neurological Surgery,F,3
PA,Neurological Surgery,F,26
GA,Neurological Surgery,F,13
CO,Neurological Surgery,F,11
KY,Neurological Surgery,F,6
IL,Neurological Surgery,F,36
AK,Neurological Surgery,F,1
CT,Neurological Surgery,F,4
NY,Neurological Surgery,F,26
MO,Neurological Surgery,F,15
SC,Neurological Surgery,F,4
WI,Neurological Surgery,F,11
PR,Neurological Surgery,F,1
NJ,Clinical Pharmacology,F,2
AZ,Clinical Pharmacology,F,1
PA,Clinical Pharmacology,F,2
CT,Clinical Pharmacology,F,1
OR,Clinical Pharmacology,F,1
TX,Clinical Pharmacology,F,1
PR,Clinical Pharmacology,F,1
WA,Clinical Pharmacology,F,1
MA,Clinical Pharmacology,F,1
OH,Clinical Pharmacology,F,1
NY,Clinical Pharmacology,F,1
KY,Clinical Pharmacology,F,1
CA,Clinical Pharmacology,F,3
FL,Clinical Pharmacology,F,1
CA,Colon & Rectal Surgery,F,29
VA,Colon & Rectal Surgery,F,7
PR,Colon & Rectal Surgery,F,3
ME,Colon & Rectal Surgery,F,1
NM,Colon & Rectal Surgery,F,3
OK,Colon & Rectal Surgery,F,2
AK,Colon & Rectal Surgery,F,1
MA,Colon & Rectal Surgery,F,11
RI,Colon & Rectal Surgery,F,1
MO,Colon & Rectal Surgery,F,7
GA,Colon & Rectal Surgery,F,10
NE,Colon & Rectal Surgery,F,2
MS,Colon & Rectal Surgery,F,1
VT,Colon & Rectal Surgery,F,1
TN,Colon & Rectal Surgery,F,3
KS,Colon & Rectal Surgery,F,2
IL,Colon & Rectal Surgery,F,10
IN,Colon & Rectal Surgery,F,4
AZ,Colon & Rectal Surgery,F,11
HI,Colon & Rectal Surgery,F,1
WA,Colon & Rectal Surgery,F,9
SC,Colon & Rectal Surgery,F,4
NC,Colon & Rectal Surgery,F,2
CT,Colon & Rectal Surgery,F,7
OH,Colon & Rectal Surgery,F,22
ID,Colon & Rectal Surgery,F,1
PA,Colon & Rectal Surgery,F,11
DC,Colon & Rectal Surgery,F,4
WI,Colon & Rectal Surgery,F,8
MN,Colon & Rectal Surgery,F,21
TX,Colon & Rectal Surgery,F,28
OR,Colon & Rectal Surgery,F,3
DE,Colon & Rectal Surgery,F,3
NY,Colon & Rectal Surgery,F,20
CO,Colon & Rectal Surgery,F,5
LA,Colon & Rectal Surgery,F,5
KY,Colon & Rectal Surgery,F,7
IA,Colon & Rectal Surgery,F,6
MD,Colon & Rectal Surgery,F,3
NV,Colon & Rectal Surgery,F,2
NJ,Colon & Rectal Surgery,F,9
MI,Colon & Rectal Surgery,F,16
UT,Colon & Rectal Surgery,F,5
FL,Colon & Rectal Surgery,F,20
UT,Psychiatry & Neurology,F,104
AZ,Psychiatry & Neurology,F,420
NH,Psychiatry & Neurology,F,98
OR,Psychiatry & Neurology,F,309
SC,Psychiatry & Neurology,F,362
PI,Psychiatry & Neurology,F,1
RI,Psychiatry & Neurology,F,188
FLORIDA,Psychiatry & Neurology,F,2
WY,Psychiatry & Neurology,F,15
WV,Psychiatry & Neurology,F,89
PA,Psychiatry & Neurology,F,1046
NV,Psychiatry & Neurology,F,94
BRITISH COLUMBIA,Psychiatry & Neurology,F,1
SINDH,Psychiatry & Neurology,F,1
TX,Psychiatry & Neurology,F,1329
ISRAEL,Psychiatry & Neurology,F,2
VA,Psychiatry & Neurology,F,479
MO,Psychiatry & Neurology,F,456
MT,Psychiatry & Neurology,F,49
ONTARIO,Psychiatry & Neurology,F,3
NE,Psychiatry & Neurology,F,97
CO,Psychiatry & Neurology,F,395
GA,Psychiatry & Neurology,F,477
NC,Psychiatry & Neurology,F,656
PRIVATE BAG 9742,Psychiatry & Neurology,F,1
PR,Psychiatry & Neurology,F,172
NJ,Psychiatry & Neurology,F,552
ALBERTA,Psychiatry & Neurology,F,1
KS,Psychiatry & Neurology,F,138
FL,Psychiatry & Neurology,F,1028
WI,Psychiatry & Neurology,F,377
AP,Psychiatry & Neurology,F,4
AE,Psychiatry & Neurology,F,10
MS,Psychiatry & Neurology,F,101
CT,Psychiatry & Neurology,F,455
DE,Psychiatry & Neurology,F,66
LA,Psychiatry & Neurology,F,224
AK,Psychiatry & Neurology,F,42
NY,Psychiatry & Neurology,F,2201
IA,Psychiatry & Neurology,F,118
TN,Psychiatry & Neurology,F,308
DC,Psychiatry & Neurology,F,214
AL,Psychiatry & Neurology,F,174
AR,Psychiatry & Neurology,F,117
MA,Psychiatry & Neurology,F,1090
SD,Psychiatry & Neurology,F,37
ND,Psychiatry & Neurology,F,50
ID,Psychiatry & Neurology,F,40
AA,Psychiatry & Neurology,F,2
VT,Psychiatry & Neurology,F,84
MN,Psychiatry & Neurology,F,421
IL,Psychiatry & Neurology,F,860
WA,Psychiatry & Neurology,F,467
NM,Psychiatry & Neurology,F,133
EAST AUCKLAND,Psychiatry & Neurology,F,1
MD,Psychiatry & Neurology,F,564
KY,Psychiatry & Neurology,F,229
MI,Psychiatry & Neurology,F,707
BC,Psychiatry & Neurology,F,2
HI,Psychiatry & Neurology,F,88
ME,Psychiatry & Neurology,F,111
GU,Psychiatry & Neurology,F,2
OK,Psychiatry & Neurology,F,182
CALIFORNIA,Psychiatry & Neurology,F,1
OH,Psychiatry & Neurology,F,798
IN,Psychiatry & Neurology,F,293
CA,Psychiatry & Neurology,F,2606
WI,Obstetrics & Gynecology,F,410
AZ,Obstetrics & Gynecology,F,402
ME,Obstetrics & Gynecology,F,104
MI,Obstetrics & Gynecology,F,966
PA,Obstetrics & Gynecology,F,1189
WV,Obstetrics & Gynecology,F,74
NH,Obstetrics & Gynecology,F,128
GU,Obstetrics & Gynecology,F,5
DE,Obstetrics & Gynecology,F,78
MN,Obstetrics & Gynecology,F,457
MS,Obstetrics & Gynecology,F,141
MO,Obstetrics & Gynecology,F,513
VI,Obstetrics & Gynecology,F,7
KY,Obstetrics & Gynecology,F,291
ID,Obstetrics & Gynecology,F,70
NV,Obstetrics & Gynecology,F,138
GA,Obstetrics & Gynecology,F,662
ND,Obstetrics & Gynecology,F,49
ON,Obstetrics & Gynecology,F,1
AP,Obstetrics & Gynecology,F,6
MA,Obstetrics & Gynecology,F,780
OH,Obstetrics & Gynecology,F,784
AK,Obstetrics & Gynecology,F,57
MT,Obstetrics & Gynecology,F,64
WY,Obstetrics & Gynecology,F,31
LA,Obstetrics & Gynecology,F,275
NJ,Obstetrics & Gynecology,F,608
WA,Obstetrics & Gynecology,F,526
CA,Obstetrics & Gynecology,F,2301
TN,Obstetrics & Gynecology,F,367
CT,Obstetrics & Gynecology,F,348
IA,Obstetrics & Gynecology,F,190
MATEN,Obstetrics & Gynecology,F,1
KS,Obstetrics & Gynecology,F,181
SC,Obstetrics & Gynecology,F,366
VT,Obstetrics & Gynecology,F,56
OKINAWA PREFECTURE,Obstetrics & Gynecology,F,1
QUEBEC,Obstetrics & Gynecology,F,1
NM,Obstetrics & Gynecology,F,154
IN,Obstetrics & Gynecology,F,432
PR,Obstetrics & Gynecology,F,104
AS,Obstetrics & Gynecology,F,2
AL,Obstetrics & Gynecology,F,210
NEW PROVIDENCE,Obstetrics & Gynecology,F,1
RI,Obstetrics & Gynecology,F,106
SD,Obstetrics & Gynecology,F,62
NY,Obstetrics & Gynecology,F,1645
AE,Obstetrics & Gynecology,F,6
UT,Obstetrics & Gynecology,F,128
MP,Obstetrics & Gynecology,F,2
OR,Obstetrics & Gynecology,F,367
OK,Obstetrics & Gynecology,F,218
VA,Obstetrics & Gynecology,F,600
NC,Obstetrics & Gynecology,F,690
FL,Obstetrics & Gynecology,F,1116
AR,Obstetrics & Gynecology,F,112
ABU DHABI,Obstetrics & Gynecology,F,1
CO,Obstetrics & Gynecology,F,502
TX,Obstetrics & Gynecology,F,1791
IL,Obstetrics & Gynecology,F,1042
DC,Obstetrics & Gynecology,F,127
AC,Obstetrics & Gynecology,F,1
NE,Obstetrics & Gynecology,F,137
HI,Obstetrics & Gynecology,F,110
MD,Obstetrics & Gynecology,F,569
ME,Technician/Technologist,F,3
CA,Technician/Technologist,F,61
LA,Technician/Technologist,F,8
NY,Technician/Technologist,F,269
MA,Technician/Technologist,F,62
MO,Technician/Technologist,F,16
RI,Technician/Technologist,F,5
OR,Technician/Technologist,F,17
OH,Technician/Technologist,F,67
PA,Technician/Technologist,F,21
TX,Technician/Technologist,F,46
MD,Technician/Technologist,F,18
WI,Technician/Technologist,F,28
MI,Technician/Technologist,F,376
KS,Technician/Technologist,F,7
AK,Technician/Technologist,F,10
SC,Technician/Technologist,F,13
NH,Technician/Technologist,F,14
ND,Technician/Technologist,F,3
MN,Technician/Technologist,F,21
MT,Technician/Technologist,F,31
AL,Technician/Technologist,F,17
NV,Technician/Technologist,F,6
WY,Technician/Technologist,F,1
AR,Technician/Technologist,F,10
IA,Technician/Technologist,F,2
IL,Technician/Technologist,F,22
TN,Technician/Technologist,F,13
NE,Technician/Technologist,F,5
FL,Technician/Technologist,F,79
MS,Technician/Technologist,F,2
WA,Technician/Technologist,F,25
HI,Technician/Technologist,F,3
IN,Technician/Technologist,F,5
CO,Technician/Technologist,F,12
VT,Technician/Technologist,F,1
AZ,Technician/Technologist,F,17
UT,Technician/Technologist,F,4
VA,Technician/Technologist,F,42
NJ,Technician/Technologist,F,23
PR,Technician/Technologist,F,50
NC,Technician/Technologist,F,23
ID,Technician/Technologist,F,8
SD,Technician/Technologist,F,7
OK,Technician/Technologist,F,12
NM,Technician/Technologist,F,8
CT,Technician/Technologist,F,50
GA,Technician/Technologist,F,40
KY,Technician/Technologist,F,9
WV,Technician/Technologist,F,6
GA,Electrodiagnostic Medicine,F,1
WA,Electrodiagnostic Medicine,F,1
AZ,Electrodiagnostic Medicine,F,1
FL,Electrodiagnostic Medicine,F,1
CA,Electrodiagnostic Medicine,F,1
MI,Dental Laboratory Technician,F,1
WA,Dental Laboratory Technician,F,1
AZ,Dental Laboratory Technician,F,3
IA,Dental Laboratory Technician,F,1
CO,Dental Laboratory Technician,F,1
CA,Dental Laboratory Technician,F,1
NE,Independent Medical Examiner,F,1
WA,Independent Medical Examiner,F,1
GA,Independent Medical Examiner,F,2
FL,Independent Medical Examiner,F,1
MS,Independent Medical Examiner,F,1
NJ,Independent Medical Examiner,F,1
MI,Independent Medical Examiner,F,2
TX,Independent Medical Examiner,F,3
CA,Independent Medical Examiner,F,2
PR,Independent Medical Examiner,F,3
NC,Independent Medical Examiner,F,2
VI,Independent Medical Examiner,F,1
WV,Oral & Maxillofacial Surgery,F,1
MN,Oral & Maxillofacial Surgery,F,3
SC,Oral & Maxillofacial Surgery,F,1
TX,Oral & Maxillofacial Surgery,F,2
WA,Oral & Maxillofacial Surgery,F,2
CT,Oral & Maxillofacial Surgery,F,1
NC,Oral & Maxillofacial Surgery,F,1
LA,Oral & Maxillofacial Surgery,F,1
NJ,Oral & Maxillofacial Surgery,F,2
IL,Oral & Maxillofacial Surgery,F,1
MA,Oral & Maxillofacial Surgery,F,18
CO,Oral & Maxillofacial Surgery,F,1
TN,Oral & Maxillofacial Surgery,F,1
WI,Oral & Maxillofacial Surgery,F,2
MD,Oral & Maxillofacial Surgery,F,1
CA,Oral & Maxillofacial Surgery,F,10
FL,Oral & Maxillofacial Surgery,F,5
AL,Oral & Maxillofacial Surgery,F,1
MI,Oral & Maxillofacial Surgery,F,1
AZ,Oral & Maxillofacial Surgery,F,1
HI,Oral & Maxillofacial Surgery,F,1
NY,Oral & Maxillofacial Surgery,F,6
PA,Oral & Maxillofacial Surgery,F,3
OH,Oral & Maxillofacial Surgery,F,1
IA,Oral & Maxillofacial Surgery,F,1
VA,Oral & Maxillofacial Surgery,F,1
PR,Oral & Maxillofacial Surgery,F,2
SD,Oral & Maxillofacial Surgery,F,1
CA,Advanced Practice Dental Therapist,F,13
GA,Advanced Practice Dental Therapist,F,1
MA,Advanced Practice Dental Therapist,F,1
MN,Advanced Practice Dental Therapist,F,10
OR,Advanced Practice Dental Therapist,F,2
PA,Advanced Practice Dental Therapist,F,2
AK,Advanced Practice Dental Therapist,F,1
NE,Physical Medicine & Rehabilitation,F,36
IN,Physical Medicine & Rehabilitation,F,60
VA,Physical Medicine & Rehabilitation,F,95
GA,Physical Medicine & Rehabilitation,F,81
ID,Physical Medicine & Rehabilitation,F,18
PA,Physical Medicine & Rehabilitation,F,237
SC,Physical Medicine & Rehabilitation,F,40
NM,Physical Medicine & Rehabilitation,F,30
UT,Physical Medicine & Rehabilitation,F,35
PR,Physical Medicine & Rehabilitation,F,76
CO,Physical Medicine & Rehabilitation,F,92
LA,Physical Medicine & Rehabilitation,F,38
WI,Physical Medicine & Rehabilitation,F,101
ND,Physical Medicine & Rehabilitation,F,8
AZ,Physical Medicine & Rehabilitation,F,67
OH,Physical Medicine & Rehabilitation,F,147
QC,Physical Medicine & Rehabilitation,F,1
DC,Physical Medicine & Rehabilitation,F,14
OR,Physical Medicine & Rehabilitation,F,42
IL,Physical Medicine & Rehabilitation,F,234
IA,Physical Medicine & Rehabilitation,F,24
CA,Physical Medicine & Rehabilitation,F,398
GU,Physical Medicine & Rehabilitation,F,1
MT,Physical Medicine & Rehabilitation,F,11
TX,Physical Medicine & Rehabilitation,F,314
WV,Physical Medicine & Rehabilitation,F,12
WY,Physical Medicine & Rehabilitation,F,2
KS,Physical Medicine & Rehabilitation,F,40
ME,Physical Medicine & Rehabilitation,F,21
KY,Physical Medicine & Rehabilitation,F,44
NC,Physical Medicine & Rehabilitation,F,112
ONTARIO,Physical Medicine & Rehabilitation,F,1
NV,Physical Medicine & Rehabilitation,F,24
CT,Physical Medicine & Rehabilitation,F,38
MS,Physical Medicine & Rehabilitation,F,22
MN,Physical Medicine & Rehabilitation,F,125
MA,Physical Medicine & Rehabilitation,F,111
VT,Physical Medicine & Rehabilitation,F,5
AR,Physical Medicine & Rehabilitation,F,29
RI,Physical Medicine & Rehabilitation,F,9
TN,Physical Medicine & Rehabilitation,F,57
HI,Physical Medicine & Rehabilitation,F,16
AL,Physical Medicine & Rehabilitation,F,48
WA,Physical Medicine & Rehabilitation,F,137
MI,Physical Medicine & Rehabilitation,F,199
AK,Physical Medicine & Rehabilitation,F,5
OK,Physical Medicine & Rehabilitation,F,35
DE,Physical Medicine & Rehabilitation,F,27
MO,Physical Medicine & Rehabilitation,F,97
NJ,Physical Medicine & Rehabilitation,F,195
FL,Physical Medicine & Rehabilitation,F,257
NH,Physical Medicine & Rehabilitation,F,18
SD,Physical Medicine & Rehabilitation,F,14
MD,Physical Medicine & Rehabilitation,F,107
NY,Physical Medicine & Rehabilitation,F,405
AR,Neuromusculoskeletal Medicine & OMM,F,1
IN,Neuromusculoskeletal Medicine & OMM,F,2
0,Neuromusculoskeletal Medicine & OMM,F,1
ME,Neuromusculoskeletal Medicine & OMM,F,22
AK,Neuromusculoskeletal Medicine & OMM,F,3
WI,Neuromusculoskeletal Medicine & OMM,F,3
IA,Neuromusculoskeletal Medicine & OMM,F,4
LA,Neuromusculoskeletal Medicine & OMM,F,1
NH,Neuromusculoskeletal Medicine & OMM,F,3
MI,Neuromusculoskeletal Medicine & OMM,F,19
OR,Neuromusculoskeletal Medicine & OMM,F,12
MD,Neuromusculoskeletal Medicine & OMM,F,2
GA,Neuromusculoskeletal Medicine & OMM,F,6
TN,Neuromusculoskeletal Medicine & OMM,F,2
WV,Neuromusculoskeletal Medicine & OMM,F,5
AZ,Neuromusculoskeletal Medicine & OMM,F,5
FL,Neuromusculoskeletal Medicine & OMM,F,5
VA,Neuromusculoskeletal Medicine & OMM,F,4
AL,Neuromusculoskeletal Medicine & OMM,F,2
NV,Neuromusculoskeletal Medicine & OMM,F,2
MO,Neuromusculoskeletal Medicine & OMM,F,3
MN,Neuromusculoskeletal Medicine & OMM,F,1
DC,Neuromusculoskeletal Medicine & OMM,F,3
CO,Neuromusculoskeletal Medicine & OMM,F,7
CA,Neuromusculoskeletal Medicine & OMM,F,39
MT,Neuromusculoskeletal Medicine & OMM,F,1
HI,Neuromusculoskeletal Medicine & OMM,F,3
SC,Neuromusculoskeletal Medicine & OMM,F,2
NJ,Neuromusculoskeletal Medicine & OMM,F,3
PR,Neuromusculoskeletal Medicine & OMM,F,1
OH,Neuromusculoskeletal Medicine & OMM,F,2
PA,Neuromusculoskeletal Medicine & OMM,F,8
MA,Neuromusculoskeletal Medicine & OMM,F,3
NY,Neuromusculoskeletal Medicine & OMM,F,32
OK,Neuromusculoskeletal Medicine & OMM,F,6
TX,Neuromusculoskeletal Medicine & OMM,F,6
IL,Neuromusculoskeletal Medicine & OMM,F,8
WA,Neuromusculoskeletal Medicine & OMM,F,6
RI,Neuromusculoskeletal Medicine & OMM,F,2
OR,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
MN,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
TX,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
PA,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
FL,"Neuromusculoskeletal Medicine, Sports Medicine",F,6
GU,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
PR,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
TN,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
ME,"Neuromusculoskeletal Medicine, Sports Medicine",F,2
GA,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
AZ,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
ID,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
CA,"Neuromusculoskeletal Medicine, Sports Medicine",F,10
NJ,"Neuromusculoskeletal Medicine, Sports Medicine",F,4
NY,"Neuromusculoskeletal Medicine, Sports Medicine",F,4
CO,"Neuromusculoskeletal Medicine, Sports Medicine",F,2
SD,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
NC,"Neuromusculoskeletal Medicine, Sports Medicine",F,2
WA,"Neuromusculoskeletal Medicine, Sports Medicine",F,3
NH,"Neuromusculoskeletal Medicine, Sports Medicine",F,3
MI,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
MA,"Neuromusculoskeletal Medicine, Sports Medicine",F,3
AL,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
MO,"Neuromusculoskeletal Medicine, Sports Medicine",F,1
OK,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,4
LA,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,4
WA,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,5
SD,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,1
FL,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,14
MN,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,7
UT,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,1
WV,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,3
IN,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,6
NV,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,2
MI,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,7
GA,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,8
MA,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,18
AB,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,1
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,15
AZ,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,8
PA,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,34
CO,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,5
NY,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,24
NM,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,1
VT,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,2
TN,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,7
RI,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,1
IL,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,7
MD,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,3
OH,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,10
IA,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,3
KY,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,6
NC,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,5
OR,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,3
AL,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,1
VA,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,9
WI,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,6
MT,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,2
SC,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,6
DC,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,5
CA,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,36
KS,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,1
